"entidad","nombre_registro","direccion","latitud","longitud","contacto"
"coahuila","Oficialia 01 del Registro Civil Saltillo Coahuila","Ateneo 625, Centro, (cp 25000), Saltillo","25.424319626000454","-101.00261029499967","(844) 412 05 05"
"coahuila","Oficialia 02 del Registro Civil Saltillo","Xicotencatl  Sur 153, Centro, (cp 25000), Saltillo","25.424319626000454","-101.00261029499967","(844) 410 30 10"
"coahuila","Oficialia 03 del Registro Civil Saltillo","Manuel Perez Treviño 774, Centro, (cp 25000), Saltillo","25.424319626000454","-101.00261029499967","(844) 410 74 35"
"coahuila","Oficialia 04 del Registro Civil Saltillo","Domicilio Conocido s/n, (cp 25324), Aguanueva, Saltillo","25.424319626000454","-101.00261029499967","(844) 417 4029"
"coahuila","Oficialia 07 de saltillo","Miguel Gomez 5, (cp 25300), Derramadero, Saltillo","25.424319626000454","-101.00261029499967",""
"coahuila","Oficialia 08 de saltillo","Zaragoza 7, (cp 25335),gomez Farias, Saltillo","28.495459898000433","-100.9121752149997","(844) 417 31 35"
"coahuila","Oficialia 09 de Saltillo","Jesús Valdés Sánchez 1953, (cp 25298), La Aurora, Saltillo","25.424319626000454","-101.00261029499967","(844) 431-70-24"
"coahuila","Oficialia 11 de Saltillo","Carretera A Zacatecas Km 164 , (cp 25340), La Ventura, Saltillo","18.136330005000445","-66.72998999799967","(844) 431 70 24"
"coahuila","Oficialia 14 de Saltillo","Domicilio Conocido s/n , (cp 25336), San Juan Del Retiro, Saltillo","25.424319626000454","-101.00261029499967",""
"coahuila","Oficialia 15 de Saltillo","Domicilio Conocido s/n, San Juan De La Vaqueria, Saltillo","25.25088981400046","-101.21646008399966","(844) 488 08 28"
"coahuila","Oficialia 16 de saltillo","Domicilio Conocido (cp 25301), El Clavel, La Noria, Saltillo","25.424319626000454","-101.00261029499967","(844) 488 08 28"
"coahuila","Oficialia 17 de saltillo","Domicilio Conocido, Presa De San Pedro, Saltillo","24.690009831000452","-101.06406005599968","01 200 12 43 834"
"coahuila","Oficialia 01 del Registro Civil Torreon Coahuila","Allende 840 (cp 2700), Centro, Torreon","28.357030134000468","-100.86909314699966","(871) 712 22 45"
"coahuila","Oficialia 02 del Registro Civil Torreon","Allende 1118 (cp 2700), Centro, Torreon","28.357030134000468","-100.86909314699966","(871) 716 70 85"
"coahuila","Oficialia 03 del Registro Civil Torreon","Allende 239 (cp 2700), Centro, Torreon","28.357030134000468","-100.86909314699966","(871) 713 32 44"
"coahuila","Oficialia 04 del Registro Civil Torreon","Domicilio Conocido s/n (cp 27430), Flor De Jimulco, Torreon","34.71922393863491","-106.29966656346039","(871) 713 32 44"
"coahuila","Oficialia 05 del Registro Civil Torreon","Cuarzo  123 (cp 27400), La Joya, Torreon","42.51703622600047","-7.506073052999568","(871) 293 57 85"
"coahuila","Oficialia 06 del Registro Civil Torreon","Antonio De Juambelz 421 L-4, Nuevo Torreon, Torreon","34.71922393863491","-106.29966656346039","(871) 763 10 21"
"coahuila","Oficialia 07 del Registro Civil Torreon","Presidente Carranza Ote. 1764 (cp 2700), Centro, Torreon","-33.908895901999585","-60.588334360999625","(871) 718 67 67"
"coahuila","Oficialia 08 del Registro Civil Torreon","Blvd. Revolucion 260, Centro, Torreon","34.71922393863491","-106.29966656346039","(871) 712 52 34"
"coahuila","Oficialia 09 del Registro Civil Torreon","Blvd. Revolucion 260 (cp 27420), La Concha, Torreon","42.50744836400048","-7.536003137999558","(871) 750-65-49"
"coahuila","Oficialia 10 del Registro Civil Torreon"," Domicilio Conocido s/n (cp 24412), La Paz, Torreon","34.71922393863491","-106.29966656346039","(871) 711-69-95"
"coahuila","Oficialia 11 del Registro Civil Torreon","Division Del Norte 161-a Las Misiones, Torreon","25.550299652000433","-103.41200978299969","(871) 209-03-99"
"coahuila","Oficialia 12 del Registro Civil Torreon","Madrid 676 (cp 27100), Torreon","43.11845969300049","-7.065285599999584","(871) 718 90 02"
"coahuila","Oficialia 01 del Registro Civil Monclova","De la Fuente 141 (cp 27500), Centro, Monclova","42.61031982100047","-7.767349980999597","01 866 632 29 22"
"coahuila","Oficialia 02 del Registro Civil Monclova","Juarez 101 (cp 27500), Centro, Monclova","31.662328984000453","-106.42014900299966","(866) 633-19-45"
"coahuila","Oficialia 03 del Registro Civil Monclova","Cuauhtemoc 821 (cp 25730), Centro, Monclova","41.91050053800046","1.0736460920004447","(866) 633 02 62"
"coahuila","Oficialia 04 del Registro Civil Monclova","Sidermex 1119 obrera Sur 2o. Sector (cp 25790), Centro, Monclova","41.55878401097442","-83.73416557987684","(866) 110 62 60 "
"coahuila","Oficialia 06 del Registro Civil Monclova","Av. San Jose 908 (cp 25048), Centro, Monclova","26.90894993200044","-101.4211002719997","866 633 33 00"
"coahuila","Oficialia 01 del Registro Civil Acuña","Matamoros Local 2, Centro, Acuña","29.295064804000447","-100.90903022399971","(877) 772 93 64"
